index,filename,blob_px,cx_px,cy_px,bw_px,bh_px
0,frame_000000.jpg,0,,,,
1,frame_000001.jpg,0,,,,
2,frame_000002.jpg,0,,,,
3,frame_000003.jpg,0,,,,
4,frame_000004.jpg,0,,,,
5,frame_000005.jpg,0,,,,
6,frame_000006.jpg,0,,,,
7,frame_000007.jpg,0,,,,
8,frame_000008.jpg,0,,,,
9,frame_000009.jpg,0,,,,
10,frame_000010.jpg,0,,,,
11,frame_000011.jpg,0,,,,
12,frame_000012.jpg,0,,,,
13,frame_000013.jpg,0,,,,
14,frame_000014.jpg,0,,,,
15,frame_000015.jpg,0,,,,
16,frame_000016.jpg,0,,,,
17,frame_000017.jpg,0,,,,
18,frame_000018.jpg,0,,,,
19,frame_000019.jpg,0,,,,
20,frame_000020.jpg,0,,,,
21,frame_000021.jpg,0,,,,
22,frame_000022.jpg,0,,,,
23,frame_000023.jpg,0,,,,
24,frame_000024.jpg,0,,,,
25,frame_000025.jpg,0,,,,
26,frame_000026.jpg,0,,,,
27,frame_000027.jpg,0,,,,
28,frame_000028.jpg,0,,,,
29,frame_000029.jpg,0,,,,
30,frame_000030.jpg,0,,,,
31,frame_000031.jpg,0,,,,
32,frame_000032.jpg,0,,,,
33,frame_000033.jpg,0,,,,
34,frame_000034.jpg,0,,,,
35,frame_000035.jpg,0,,,,
36,frame_000036.jpg,0,,,,
37,frame_000037.jpg,0,,,,
38,frame_000038.jpg,0,,,,
39,frame_000039.jpg,0,,,,
40,frame_000040.jpg,0,,,,
41,frame_000041.jpg,0,,,,
42,frame_000042.jpg,0,,,,
43,frame_000043.jpg,0,,,,
44,frame_000044.jpg,0,,,,
45,frame_000045.jpg,0,,,,
46,frame_000046.jpg,0,,,,
47,frame_000047.jpg,0,,,,
48,frame_000048.jpg,0,,,,
49,frame_000049.jpg,0,,,,
50,frame_000050.jpg,0,,,,
51,frame_000051.jpg,0,,,,
52,frame_000052.jpg,0,,,,
53,frame_000053.jpg,0,,,,
54,frame_000054.jpg,0,,,,
55,frame_000055.jpg,0,,,,
56,frame_000056.jpg,0,,,,
57,frame_000057.jpg,0,,,,
58,frame_000058.jpg,0,,,,
59,frame_000059.jpg,0,,,,
60,frame_000060.jpg,0,,,,
61,frame_000061.jpg,0,,,,
62,frame_000062.jpg,0,,,,
63,frame_000063.jpg,0,,,,
64,frame_000064.jpg,0,,,,
65,frame_000065.jpg,0,,,,
66,frame_000066.jpg,0,,,,
67,frame_000067.jpg,0,,,,
68,frame_000068.jpg,0,,,,
69,frame_000069.jpg,0,,,,
70,frame_000070.jpg,0,,,,
