index,filename,mean_abs_diff_vs_prev_gray8
445,frame_000445.jpg,0.3878
446,frame_000446.jpg,0.3833
447,frame_000447.jpg,0.3855
448,frame_000448.jpg,0.3862
449,frame_000449.jpg,0.3851
450,frame_000450.jpg,0.3818
451,frame_000451.jpg,0.3875
452,frame_000452.jpg,0.3886
453,frame_000453.jpg,0.4019
454,frame_000454.jpg,0.3886
455,frame_000455.jpg,0.3877
456,frame_000456.jpg,0.3899
457,frame_000457.jpg,0.3876
458,frame_000458.jpg,0.3819
459,frame_000459.jpg,0.386
460,frame_000460.jpg,0.3788
461,frame_000461.jpg,0.3762
462,frame_000462.jpg,0.3815
463,frame_000463.jpg,0.3974
464,frame_000464.jpg,0.3885
465,frame_000465.jpg,0.3883
466,frame_000466.jpg,0.3768
467,frame_000467.jpg,0.3893
468,frame_000468.jpg,0.3872
469,frame_000469.jpg,0.3897
470,frame_000470.jpg,0.3897
471,frame_000471.jpg,0.3878
472,frame_000472.jpg,0.3846
473,frame_000473.jpg,0.3897
474,frame_000474.jpg,0.3883
475,frame_000475.jpg,0.3889
476,frame_000476.jpg,0.3816
477,frame_000477.jpg,0.3891
478,frame_000478.jpg,0.3785
479,frame_000479.jpg,0.3959
480,frame_000480.jpg,0.3875
481,frame_000481.jpg,0.3839
482,frame_000482.jpg,0.3835
483,frame_000483.jpg,0.3936
484,frame_000484.jpg,0.3888
485,frame_000485.jpg,0.3808
486,frame_000486.jpg,0.3962
487,frame_000487.jpg,0.3909
488,frame_000488.jpg,0.391
489,frame_000489.jpg,0.4002
490,frame_000490.jpg,0.3964
491,frame_000491.jpg,0.3848
492,frame_000492.jpg,0.3832
493,frame_000493.jpg,0.382
494,frame_000494.jpg,0.3919
495,frame_000495.jpg,0.3905
496,frame_000496.jpg,0.3903
497,frame_000497.jpg,0.3909
498,frame_000498.jpg,0.3924
499,frame_000499.jpg,0.3851
500,frame_000500.jpg,0.3888
501,frame_000501.jpg,0.3972
502,frame_000502.jpg,0.3854
503,frame_000503.jpg,0.3986
504,frame_000504.jpg,0.3911
505,frame_000505.jpg,0.3839
506,frame_000506.jpg,0.381
507,frame_000507.jpg,0.3908
508,frame_000508.jpg,0.3883
509,frame_000509.jpg,0.3784
510,frame_000510.jpg,0.3853
511,frame_000511.jpg,0.391
512,frame_000512.jpg,0.3846
513,frame_000513.jpg,0.3855
514,frame_000514.jpg,0.3908
515,frame_000515.jpg,0.3908
516,frame_000516.jpg,0.3901
517,frame_000517.jpg,0.3937
518,frame_000518.jpg,0.3869
519,frame_000519.jpg,0.3953
520,frame_000520.jpg,0.3856
521,frame_000521.jpg,0.39
522,frame_000522.jpg,0.3801
523,frame_000523.jpg,0.3821
524,frame_000524.jpg,0.3867
525,frame_000525.jpg,0.3914
526,frame_000526.jpg,0.3833
527,frame_000527.jpg,0.393
528,frame_000528.jpg,0.3915
529,frame_000529.jpg,0.3971
530,frame_000530.jpg,0.3876
531,frame_000531.jpg,0.3875
532,frame_000532.jpg,0.3849
533,frame_000533.jpg,0.3951
534,frame_000534.jpg,0.3922
535,frame_000535.jpg,0.3947
536,frame_000536.jpg,0.3912
537,frame_000537.jpg,0.3885
538,frame_000538.jpg,0.3906
539,frame_000539.jpg,0.3957
540,frame_000540.jpg,0.3882
541,frame_000541.jpg,0.3974
542,frame_000542.jpg,0.3992
543,frame_000543.jpg,0.3887
544,frame_000544.jpg,0.3979
545,frame_000545.jpg,0.3856
546,frame_000546.jpg,0.3869
547,frame_000547.jpg,0.3826
548,frame_000548.jpg,0.3853
549,frame_000549.jpg,0.3881
550,frame_000550.jpg,0.3857
551,frame_000551.jpg,0.3937
552,frame_000552.jpg,0.3857
553,frame_000553.jpg,0.3867
554,frame_000554.jpg,0.3874
555,frame_000555.jpg,0.4018
556,frame_000556.jpg,0.3876
557,frame_000557.jpg,0.3883
558,frame_000558.jpg,0.3874
559,frame_000559.jpg,0.3974
560,frame_000560.jpg,0.3991
561,frame_000561.jpg,0.3944
562,frame_000562.jpg,0.3915
563,frame_000563.jpg,0.395
564,frame_000564.jpg,0.3985
565,frame_000565.jpg,0.3985
566,frame_000566.jpg,0.3899
567,frame_000567.jpg,0.3852
568,frame_000568.jpg,0.3902
569,frame_000569.jpg,0.3876
570,frame_000570.jpg,0.3882
571,frame_000571.jpg,0.3837
572,frame_000572.jpg,0.3967
573,frame_000573.jpg,0.3934
574,frame_000574.jpg,0.3845
575,frame_000575.jpg,0.3809
576,frame_000576.jpg,0.3903
577,frame_000577.jpg,0.3928
578,frame_000578.jpg,0.3812
579,frame_000579.jpg,0.3839
580,frame_000580.jpg,0.3797
581,frame_000581.jpg,0.3887
582,frame_000582.jpg,0.3965
583,frame_000583.jpg,0.3947
584,frame_000584.jpg,0.3829
585,frame_000585.jpg,0.3869
586,frame_000586.jpg,0.3785
587,frame_000587.jpg,0.3859
588,frame_000588.jpg,0.3925
589,frame_000589.jpg,0.3924
590,frame_000590.jpg,0.396
591,frame_000591.jpg,0.3893
592,frame_000592.jpg,0.3825
593,frame_000593.jpg,0.3915
