index,filename,width,height,green_px
1124,frame_001124.jpg,1920,1080,1044
1125,frame_001125.jpg,1920,1080,1114
1126,frame_001126.jpg,1920,1080,0
1127,frame_001127.jpg,1920,1080,0
1128,frame_001128.jpg,1920,1080,0
1129,frame_001129.jpg,1920,1080,0
1130,frame_001130.jpg,1920,1080,0
1131,frame_001131.jpg,1920,1080,1093
1132,frame_001132.jpg,1920,1080,1115
1133,frame_001133.jpg,1920,1080,0
1134,frame_001134.jpg,1920,1080,0
1135,frame_001135.jpg,1920,1080,0
1136,frame_001136.jpg,1920,1080,0
1137,frame_001137.jpg,1920,1080,1045
1138,frame_001138.jpg,1920,1080,0
1139,frame_001139.jpg,1920,1080,0
1140,frame_001140.jpg,1920,1080,1115
1141,frame_001141.jpg,1920,1080,0
1142,frame_001142.jpg,1920,1080,1101
1143,frame_001143.jpg,1920,1080,0
1144,frame_001144.jpg,1920,1080,1118
1145,frame_001145.jpg,1920,1080,0
1146,frame_001146.jpg,1920,1080,0
1147,frame_001147.jpg,1920,1080,1093
1148,frame_001148.jpg,1920,1080,0
1149,frame_001149.jpg,1920,1080,0
1150,frame_001150.jpg,1920,1080,0
1151,frame_001151.jpg,1920,1080,0
1152,frame_001152.jpg,1920,1080,1082
1153,frame_001153.jpg,1920,1080,0
1154,frame_001154.jpg,1920,1080,0
1155,frame_001155.jpg,1920,1080,1079
1156,frame_001156.jpg,1920,1080,0
1157,frame_001157.jpg,1920,1080,0
1158,frame_001158.jpg,1920,1080,1116
1159,frame_001159.jpg,1920,1080,1081
1160,frame_001160.jpg,1920,1080,0
1161,frame_001161.jpg,1920,1080,1098
1162,frame_001162.jpg,1920,1080,1103
1163,frame_001163.jpg,1920,1080,0
1164,frame_001164.jpg,1920,1080,0
1165,frame_001165.jpg,1920,1080,0
1166,frame_001166.jpg,1920,1080,0
1167,frame_001167.jpg,1920,1080,0
1168,frame_001168.jpg,1920,1080,0
1169,frame_001169.jpg,1920,1080,0
1170,frame_001170.jpg,1920,1080,0
1171,frame_001171.jpg,1920,1080,0
1172,frame_001172.jpg,1920,1080,0
1173,frame_001173.jpg,1920,1080,0
1174,frame_001174.jpg,1920,1080,0
1175,frame_001175.jpg,1920,1080,0
1176,frame_001176.jpg,1920,1080,0
1177,frame_001177.jpg,1920,1080,0
1178,frame_001178.jpg,1920,1080,0
1179,frame_001179.jpg,1920,1080,0
1180,frame_001180.jpg,1920,1080,0
1181,frame_001181.jpg,1920,1080,0
1182,frame_001182.jpg,1920,1080,0
1183,frame_001183.jpg,1920,1080,0
1184,frame_001184.jpg,1920,1080,0
1185,frame_001185.jpg,1920,1080,0
1186,frame_001186.jpg,1920,1080,0
1187,frame_001187.jpg,1920,1080,1058
1188,frame_001188.jpg,1920,1080,0
1189,frame_001189.jpg,1920,1080,0
1190,frame_001190.jpg,1920,1080,1107
1191,frame_001191.jpg,1920,1080,0
1192,frame_001192.jpg,1920,1080,0
1193,frame_001193.jpg,1920,1080,0
1194,frame_001194.jpg,1920,1080,0
1195,frame_001195.jpg,1920,1080,0
1196,frame_001196.jpg,1920,1080,0
1197,frame_001197.jpg,1920,1080,0
1198,frame_001198.jpg,1920,1080,0
1199,frame_001199.jpg,1920,1080,0
1200,frame_001200.jpg,1920,1080,0
1201,frame_001201.jpg,1920,1080,0
1202,frame_001202.jpg,1920,1080,0
1203,frame_001203.jpg,1920,1080,1099
1204,frame_001204.jpg,1920,1080,0
1205,frame_001205.jpg,1920,1080,0
1206,frame_001206.jpg,1920,1080,0
1207,frame_001207.jpg,1920,1080,0
1208,frame_001208.jpg,1920,1080,0
1209,frame_001209.jpg,1920,1080,0
1210,frame_001210.jpg,1920,1080,0
1211,frame_001211.jpg,1920,1080,0
1212,frame_001212.jpg,1920,1080,0
1213,frame_001213.jpg,1920,1080,0
1214,frame_001214.jpg,1920,1080,0
1215,frame_001215.jpg,1920,1080,1077
1216,frame_001216.jpg,1920,1080,0
1217,frame_001217.jpg,752,480,0
1218,frame_001218.jpg,752,480,0
1219,frame_001219.jpg,752,480,0
1220,frame_001220.jpg,752,480,0
1221,frame_001221.jpg,752,480,0
1222,frame_001222.jpg,752,480,1373
1223,frame_001223.jpg,752,480,0
1224,frame_001224.jpg,752,480,0
1225,frame_001225.jpg,752,480,0
1226,frame_001226.jpg,752,480,0
1227,frame_001227.jpg,752,480,0
1228,frame_001228.jpg,752,480,0
1229,frame_001229.jpg,752,480,0
1230,frame_001230.jpg,752,480,0
1231,frame_001231.jpg,752,480,0
1232,frame_001232.jpg,752,480,0
1233,frame_001233.jpg,752,480,0
